scene_id,cloudy,clear,split
R141_T13TEE_627,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R141_T13TEE\627.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R141_T13TEE\627.tif,train
R133_T45RZJ_730,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\730.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\730.tif,train
R051_T30SXJ_111,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\111.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\111.tif,train
R108_T31SEA_128,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\128.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\128.tif,train
R005_T48XWK_484,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\484.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\484.tif,train
R003_T52SCF_626,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\626.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\626.tif,train
R003_T52SCF_285,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\285.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\285.tif,train
R035_T35LQJ_492,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\492.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\492.tif,train
R107_T37VCC_393,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\393.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\393.tif,train
R116_T55HCC_77,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\77.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\77.tif,train
R051_T31TDM_288,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\288.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\288.tif,train
R011_T18TWL_446,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R011_T18TWL\446.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R011_T18TWL\446.tif,train
R136_T33QVC_441,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\441.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\441.tif,train
R133_T45RZJ_64,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\64.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\64.tif,train
R121_T34JCM_197,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\197.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\197.tif,train
R122_T33UWQ_320,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\320.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\320.tif,train
R121_T34JCM_622,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\622.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\622.tif,train
R065_T33VWC_4,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\4.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\4.tif,train
R133_T45RZJ_66,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\66.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\66.tif,train
R010_T18FYK_484,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R010_T18FYK\484.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R010_T18FYK\484.tif,train
R137_T30STJ_60,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\60.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\60.tif,train
R114_T09WWQ_317,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\317.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\317.tif,train
R107_T37VCC_280,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\280.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\280.tif,train
R133_T45RZJ_98,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\98.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\98.tif,train
R060_T53UMP_379,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\379.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\379.tif,train
R049_T38QNL_110,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R049_T38QNL\110.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R049_T38QNL\110.tif,train
R035_T35LQJ_484,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\484.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\484.tif,train
R069_T14QMG_195,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\195.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\195.tif,train
R021_T36RUU_762,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\762.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\762.tif,train
R018_T49UFT_528,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\528.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\528.tif,train
R003_T52SCF_355,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\355.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\355.tif,train
R069_T14QMG_222,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\222.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\222.tif,train
R110_T20KQB_713,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\713.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\713.tif,train
R065_T32TNT_736,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\736.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\736.tif,train
R069_T14QMG_76,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\76.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\76.tif,train
R075_T50TMK_592,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\592.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\592.tif,train
R110_T20KQB_695,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\695.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\695.tif,train
R051_T30SXJ_108,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\108.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\108.tif,train
R122_T33UWQ_130,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\130.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\130.tif,train
R136_T33QVC_738,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\738.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\738.tif,train
R056_T10UFB_770,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\770.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\770.tif,train
R065_T33VWC_231,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\231.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\231.tif,train
R021_T36RUU_304,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\304.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\304.tif,train
R019_T43PGQ_533,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R019_T43PGQ\533.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R019_T43PGQ\533.tif,train
R033_T46TDK_100,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\100.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\100.tif,train
R116_T55HCC_174,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\174.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\174.tif,train
R051_T31TDM_173,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\173.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\173.tif,train
R118_T48PXU_709,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\709.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\709.tif,train
R121_T34JCM_757,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\757.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\757.tif,train
R032_T49QGF_67,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R032_T49QGF\67.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R032_T49QGF\67.tif,train
R124_T22LDP_486,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\486.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\486.tif,train
R136_T33QVC_165,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\165.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\165.tif,train
R110_T20KQB_50,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\50.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\50.tif,train
R137_T30STJ_238,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\238.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\238.tif,train
R018_T49UFT_430,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\430.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\430.tif,train
R136_T33QVC_544,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\544.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\544.tif,train
R096_T19KES_434,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R096_T19KES\434.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R096_T19KES\434.tif,train
R031_T56VLM_220,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\220.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\220.tif,train
R070_T12WXS_691,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R070_T12WXS\691.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R070_T12WXS\691.tif,train
R133_T45RZJ_43,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\43.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\43.tif,train
R003_T52SCF_68,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\68.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\68.tif,train
R065_T33VWC_11,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\11.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\11.tif,train
R120_T41RKQ_628,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T41RKQ\628.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T41RKQ\628.tif,train
R122_T33UWQ_271,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\271.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\271.tif,train
R078_T37TDE_532,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\532.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\532.tif,train
R051_T30SXJ_332,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\332.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\332.tif,train
R075_T50TMK_644,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\644.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\644.tif,train
R116_T55HCC_239,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\239.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\239.tif,train
R116_T55HCC_122,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\122.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\122.tif,train
R034_T42TWL_675,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R034_T42TWL\675.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R034_T42TWL\675.tif,train
R056_T10UFB_325,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\325.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\325.tif,train
R110_T20KQB_744,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\744.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\744.tif,train
R116_T55HCC_601,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\601.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\601.tif,train
R121_T36QTD_499,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T36QTD\499.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T36QTD\499.tif,train
R049_T38QNL_68,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R049_T38QNL\68.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R049_T38QNL\68.tif,train
R137_T29SPS_193,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T29SPS\193.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T29SPS\193.tif,train
R045_T53JKF_677,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R045_T53JKF\677.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R045_T53JKF\677.tif,train
R078_T37TDE_353,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\353.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\353.tif,train
R108_T30QXD_692,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\692.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\692.tif,train
R108_T31SEA_312,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\312.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\312.tif,train
R122_T33UWQ_157,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\157.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\157.tif,train
R081_T22JDP_182,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R081_T22JDP\182.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R081_T22JDP\182.tif,train
R060_T53UMP_714,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\714.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\714.tif,train
R134_T44WPA_517,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R134_T44WPA\517.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R134_T44WPA\517.tif,train
R081_T22JDP_309,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R081_T22JDP\309.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R081_T22JDP\309.tif,train
R122_T33UWQ_543,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\543.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\543.tif,train
R018_T49UFT_626,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\626.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\626.tif,train
R137_T30STJ_191,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\191.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\191.tif,train
R116_T55HCC_588,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\588.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\588.tif,train
R135_T36MWA_308,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R135_T36MWA\308.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R135_T36MWA\308.tif,train
R073_T55KGP_290,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\290.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\290.tif,train
R119_T46VDH_390,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R119_T46VDH\390.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R119_T46VDH\390.tif,train
R113_T10SFJ_488,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R113_T10SFJ\488.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R113_T10SFJ\488.tif,train
R033_T46TDK_564,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\564.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\564.tif,train
R108_T34WFV_259,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T34WFV\259.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T34WFV\259.tif,train
R039_T19LBL_414,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R039_T19LBL\414.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R039_T19LBL\414.tif,train
R021_T36RUU_638,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\638.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\638.tif,train
R051_T31TDM_56,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\56.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\56.tif,train
R005_T48XWK_380,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\380.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\380.tif,train
R108_T30QXD_509,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\509.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\509.tif,train
R081_T22JDP_777,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R081_T22JDP\777.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R081_T22JDP\777.tif,train
R033_T46TDK_421,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\421.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\421.tif,train
R116_T55HCC_383,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\383.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\383.tif,train
R065_T33VWC_184,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\184.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\184.tif,train
R122_T33UWQ_36,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\36.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\36.tif,train
R003_T52SCF_764,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\764.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\764.tif,train
R075_T50TMK_628,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\628.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\628.tif,train
R026_T15SYC_380,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\380.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\380.tif,train
R051_T29PPP_583,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T29PPP\583.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T29PPP\583.tif,train
R005_T48XWK_640,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\640.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\640.tif,train
R069_T14QMG_108,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\108.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\108.tif,train
R056_T10UFB_133,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\133.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\133.tif,train
R075_T50TMK_732,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\732.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\732.tif,train
R056_T10UFB_333,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\333.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\333.tif,train
R051_T30SXJ_761,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\761.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\761.tif,train
R056_T10UFB_673,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\673.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\673.tif,train
R107_T37VCC_527,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\527.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\527.tif,train
R108_T31SEA_328,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\328.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\328.tif,train
R114_T09WWQ_512,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\512.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\512.tif,train
R133_T45RZJ_741,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\741.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\741.tif,train
R019_T43PGQ_495,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R019_T43PGQ\495.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R019_T43PGQ\495.tif,train
R021_T36RUU_307,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\307.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\307.tif,train
R119_T46VDH_361,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R119_T46VDH\361.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R119_T46VDH\361.tif,train
R116_T55HBC_647,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\647.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\647.tif,train
R005_T48XWK_364,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\364.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\364.tif,train
R051_T31TDM_187,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\187.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\187.tif,train
R035_T35LQJ_742,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\742.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\742.tif,train
R018_T48RXT_175,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T48RXT\175.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T48RXT\175.tif,train
R135_T36MWA_118,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R135_T36MWA\118.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R135_T36MWA\118.tif,train
R031_T56VLM_213,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\213.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\213.tif,train
R021_T36RUU_596,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\596.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\596.tif,train
R051_T30SXJ_335,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\335.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\335.tif,train
R010_T18FYK_630,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R010_T18FYK\630.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R010_T18FYK\630.tif,train
R026_T15SYC_455,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\455.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\455.tif,train
R053_T20LMR_241,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R053_T20LMR\241.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R053_T20LMR\241.tif,train
R133_T48VWP_634,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T48VWP\634.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T48VWP\634.tif,train
